num
5.4611
-6.7618
-0.6771
1.2371
-0.8468
6.8707
1.5913
-0.1079
-0.2508
-1.6088
-2.7522
-0.6195
-3.5731
-1.6773
-0.5577
-4.2592
-1.4987
2.5208
11.9545
3.3171
-5.122
-0.7778
-1.1005
1.8263
-3.6671
-0.6344
-2.4202
-1.5763
0.1292
-3.6875
-2.5199
1.5811
0.2097
-0.1679
0.9825
0.1369
-0.6393
-0.6341
0.9757
-0.9758
-0.5275
-1.9672
1.381
-2.1977
2.1831
-0.2371
2.2104
-1.4267
-2.1783
1.5237
2.8404
-0.0477
-5.8458
4.2028
3.9003
-4.9375
-0.8233
-0.018
-1.0926
0.2534
3.5824
1.0871
-0.3774
-1.6085
-2.3868
-6.6175
-1.1346
-5.0851
-2.2446
-3.5221
-5.4676
0.6036
-0.7305
0.7994
0.282
-0.2705
-2.6809
1.8462
3.1258
-1.734
-4.2762
-0.6616
-11.8072
-0.6012
1.9978
-2.0949
0.7463
-2.6109
2.1402
-4.4674
-6.3918
-3.624
-2.6755
-5.5876
-3.6173
-3.2093
-4.6848
-5.6243
-5.3775
-3.2577
1.9612
-4.2251
-1.7323
-1.7109
-0.5917
2.7942
-2.6535
-0.0275
-1.7028
-2.2165
-3.75
-2.1372
-1.3596
-4.3342
-0.8647
-2.1182
-1.7756
-0.5861
-2.7451
-0.8183
-0.8397
-0.5197
-0.7414
-1.7254
-4.0601
-4.0707
0.7047
-0.5776
-4.6789
-1.4277
-1.1509
-0.2268
-4.3811
5.7911
2.6199
1.4523
-1.4844
-1.4277
-0.5704
0.7799
-3.6913
-0.8999
-3.5996
-4.9251
1.5848
0.0571
-3.2594
-1.4708
-0.7152
-3.7722
-2.3756
1.8449
-4.3842
-2.5937
-2.6472
-1.1004
-3.737
-1.1571
-1.2329
-2.097
-1.5253
0.6685
-3.5906
-1.7494
2.0276
1.9417
-1.1348
-4.4898
-0.9647
-1.9358
-5.7987
-2.3236
-2.3709
-4.8283
-3.0708
-5.9197
-3.8439
4.7458
2.0556
-3.2935
-1.3404
-0.9439
-6.1275
-8.9227
-0.4513
4.6785
-6.1086
-6.8628
-0.8743
-6.3545
-1.0045
7.8499
0.6231
-6.221
-2.4166
-3.7262
-1.5818
-2.5625
-0.5702
-2.3129
-1.9433
-0.2189
4.5147
-0.6822
6.9404
-4.9025
-2.7748
0.4046
-1.984
-0.3992
0.0052
-1.2178
-3.1208
-3.1086
0.1158
-3.9116
-5.8756
-0.0428
-2.2649
-3.3756
1.7928
1.5107
-0.7613
-0.528
-3.369
-0.1724
-0.2658
1.9868
-1.1347
-0.0602
-8.8414
-0.2797
-6.4464
0.0491
-2.8515
-1.1171
-0.7427
-4.8274
2.5566
-8.7806
-4.8677
-5.832
-4.6012
-5.5061
-4.2258
-3.4804
-4.9441
0.8165
-2.8113
0.307
-3.3926
-0.3464
4.7161
4.9455
-1.6493
0.0274
-5.8824
-1.1369
-0.7699
-1.0414
-1.5475
-9.3897
1.1676
-4.276
3.7671
-5.8115
6.0568
-12.3111
0.7679
3.1361
-2.8079
-2.0607
-5.3483
-3.7066
-3.3686
1.5354
-1.0636
-2.034
-3.9195
-3.6005
-1.8628
0.1995
-0.6942
2.2704
-4.3231
-2.4598
-1.7013
-2.7238
-10.4523
-5.6608
3.458
