loss,mass,count,frequency
C7HCl2F2NO,222.940325452,1,2.9069767441860465E-4
C13H16N2O,216.126263132,1,2.9069767441860465E-4
C3H8,44.062600255999996,1,2.9069767441860465E-4
C16H16O,224.120115132,1,2.9069767441860465E-4
C6H3N,89.026549096,1,2.9069767441860465E-4
C9H3Cl2F4NO2,302.947696576,1,2.9069767441860465E-4
C7H5F2NO,157.03392022,1,2.9069767441860465E-4
CF3O2S,132.9571099,1,2.9069767441860465E-4
C11H10,142.07825032,1,2.9069767441860465E-4
CH3ClO,65.987242396,1,2.9069767441860465E-4
C5H8O2,100.052429496,1,2.9069767441860465E-4
C13H8F3NS,267.032954916,2,5.813953488372093E-4
C4H6N2O3,130.03784205199997,1,2.9069767441860465E-4
C11H3F2N,187.023355536,1,2.9069767441860465E-4
C5H4,64.031300128,3,8.720930232558139E-4
HFN2O,64.007290872,1,2.9069767441860465E-4
C11HClF3NO2,270.964790612,1,2.9069767441860465E-4
C6H4,76.031300128,1,2.9069767441860465E-4
C9Cl2F6N2O2,351.92410192,1,2.9069767441860465E-4
C7H13ClO2,164.060407336,1,2.9069767441860465E-4
C6H6O,94.041864812,4,0.0011627906976744186
C7H4ClNO,152.998141428,1,2.9069767441860465E-4
CH3N,29.026549096,11,0.012415785281006895
CH5NO2,63.032028399999994,2,5.813953488372093E-4
FN2S,78.97662222,1,2.9069767441860465E-4
C7H12O2,128.083729624,1,2.9069767441860465E-4
CHClF3N3O2,178.970938612,1,2.9069767441860465E-4
C2H4N2O,72.032362748,1,2.9069767441860465E-4
FNO2,64.99130646,2,5.813953488372093E-4
C9H13N,135.104799416,1,2.9069767441860465E-4
C8H2,98.015650064,2,5.813953488372093E-4
C5H12N2,100.10004838399999,1,2.9069767441860465E-4
CH5N,31.042199159999996,12,0.0034883720930232558
C7H6N2,118.053098192,1,2.9069767441860465E-4
C3H3F3,96.018684756,1,2.9069767441860465E-4
C10H8FN,161.064077476,1,2.9069767441860465E-4
C3H9NO4,123.05315776799999,1,2.9069767441860465E-4
CF2,49.99680644,3,8.720930232558139E-4
C8H8O3,152.04734411599998,1,2.9069767441860465E-4
HN,15.010899032,3,8.720930232558139E-4
H6O2,38.036779431999996,1,2.9069767441860465E-4
C3H9N,59.073499287999994,11,0.003197674418604651
C6H13NO,115.099714036,2,5.813953488372093E-4
C4H3N,65.026549096,1,2.9069767441860465E-4
C8H12O,124.088815004,1,2.9069767441860465E-4
CHClO2,79.966506952,1,2.9069767441860465E-4
C10H4F5N3,261.032538228,1,2.9069767441860465E-4
C12H20O5,244.13107373999998,1,2.9069767441860465E-4
C8H11N,121.08914935199999,1,2.9069767441860465E-4
CH4F2N,68.031180568,1,2.9069767441860465E-4
C7H6FN,123.048427412,1,2.9069767441860465E-4
C12H10ClF4N,279.04378987999996,1,2.9069767441860465E-4
CH3NO,45.021463716,1,2.9069767441860465E-4
C11H6FN,171.048427412,1,2.9069767441860465E-4
C4H9Cl,92.039277968,1,2.9069767441860465E-4
C11HF,152.006228252,1,2.9069767441860465E-4
C6H7NO,109.052763844,1,2.9069767441860465E-4
C4H10N2S,118.05646931999999,1,2.9069767441860465E-4
C2H2N2O2,86.011627304,1,2.9069767441860465E-4
C3H6O2,74.036779432,5,0.0065910655720785175
H3NO2S,80.988449336,1,2.9069767441860465E-4
C5H10N2,98.08439831999999,1,2.9069767441860465E-4
H4N3,46.040522128,1,2.9069767441860465E-4
CH3NO2,61.016378336,3,8.720930232558139E-4
C9H11Cl,154.054928032,1,2.9069767441860465E-4
HNO,31.005813652,1,2.9069767441860465E-4
C9H4F2N2S,210.006325568,1,2.9069767441860465E-4
NO,29.99798862,1,2.9069767441860465E-4
FN,33.00147722,1,2.9069767441860465E-4
C3H8FNO,93.058992096,1,2.9069767441860465E-4
H2S,33.987721064,6,0.0017441860465116279
C17H18O3,270.125594436,1,2.9069767441860465E-4
C3HF3N2OS,169.976168312,1,2.9069767441860465E-4
C13H12O,184.088815004,1,2.9069767441860465E-4
C2H3N3,69.03269709599999,2,5.813953488372093E-4
CH2ClNO2,94.977405984,1,2.9069767441860465E-4
C10H8O2,160.052429496,1,2.9069767441860465E-4
H3FO2,54.011707556,1,2.9069767441860465E-4
C8H4F3NO,187.024498408,1,2.9069767441860465E-4
NO2,45.99290324,1,2.9069767441860465E-4
C6HF,92.006228252,1,2.9069767441860465E-4
