loss,mass,count,frequency
C3H2ClN,86.987576744,1,2.1213406873143826E-4
C3H6N2O3,118.03784205199999,1,2.1213406873143826E-4
C6H13ClO,136.065492716,1,2.1213406873143826E-4
C9H11NO4S,229.040878832,1,2.1213406873143826E-4
HN2OPS2,139.926791282,1,2.1213406873143826E-4
C4H12N2S,120.072119384,1,2.1213406873143826E-4
C3H3NO2S,116.988449336,1,2.1213406873143826E-4
C3H5N3S,115.02041815999999,2,4.2426813746287653E-4
C2H3NS,72.998620096,1,2.1213406873143826E-4
HClN2O,79.977740332,1,2.1213406873143826E-4
CHNOS,74.977884652,2,4.2426813746287653E-4
CH,13.007825032,1,2.1213406873143826E-4
C5HN,75.010899032,1,2.1213406873143826E-4
CH4,16.031300127999998,15,0.0070872048546613085
CF2O,65.99172106,1,2.1213406873143826E-4
C3H4N2O2,100.027277368,3,6.364022061943148E-4
C2H5NO2S,107.0040994,1,2.1213406873143826E-4
C7H15N,113.12044947999999,1,2.1213406873143826E-4
C5H6S,98.019021192,3,6.364022061943148E-4
CH9NOS,83.040484908,1,2.1213406873143826E-4
Br,78.9183371,2,4.2426813746287653E-4
C3H9NS2,123.017641288,1,2.1213406873143826E-4
C7H11NO,125.084063972,4,8.485362749257531E-4
C6H6F3N,149.045233852,1,2.1213406873143826E-4
C8H9NO4S,215.025228768,1,2.1213406873143826E-4
C10H3N3,165.032697096,1,2.1213406873143826E-4
C12H8,152.062600256,1,2.1213406873143826E-4
C8H2F2N2S,195.990675504,1,2.1213406873143826E-4
CHNS,58.982970032,2,4.2426813746287653E-4
C12H14S,190.081621448,1,2.1213406873143826E-4
C5H8,68.062600256,20,0.004282631446630758
H3N3O2S,108.994597336,1,2.1213406873143826E-4
C9H11NO3S,213.04596421199997,1,2.1213406873143826E-4
CCl2FNS,146.91125358,1,2.1213406873143826E-4
C9H15N,137.12044948,1,2.1213406873143826E-4
C8H10S,138.05032132,1,2.1213406873143826E-4
C4H6N2O2S,146.014998432,1,2.1213406873143826E-4
H8OS2,88.001656876,1,2.1213406873143826E-4
C8H7NO3S,197.01466408399997,2,4.2426813746287653E-4
C6H7N,93.057849224,3,6.364022061943148E-4
CH2N2,42.021798063999995,13,0.0027577428935086977
C4H6N2O,98.048012812,3,6.364022061943148E-4
C8H13N3O4S,247.062676896,1,2.1213406873143826E-4
C2HNO2,71.000728272,1,2.1213406873143826E-4
C2O3,71.98474386,2,4.2426813746287653E-4
C7H7NO2,137.047678464,1,2.1213406873143826E-4
C5N2O3,135.99089185999998,1,2.1213406873143826E-4
C5H11NS2,149.033291352,2,4.2426813746287653E-4
C2HN3,67.017047032,4,8.485362749257531E-4
C6H9NO2,127.063328528,1,2.1213406873143826E-4
C8H18F2N2,180.143805016,1,2.1213406873143826E-4
C2H5N3O2,103.0381764,1,2.1213406873143826E-4
S2,63.944142,2,4.2426813746287653E-4
C7HN3,127.017047032,1,2.1213406873143826E-4
C8H17NO2,159.125928784,1,2.1213406873143826E-4
C9H17N,139.136099544,1,2.1213406873143826E-4
