"formula","mass","h2c","hy2c","xh2c","h2o","rdbe"
"C8H9NO3","167.05824314799997","0.5","1.125","0.125","3.0","5.0"
"C3H2O","54.010564684","0.33333334","0.6666667","0.0","3.0","3.0"
"C4H2O2","82.005479304","0.5","0.5","0.0","2.0","4.0"
"C6H4O3","124.01604398799999","0.5","0.6666667","0.0","2.0","5.0"
"C7H7NO3","153.04259308399998","0.5714286","1.0","0.14285715","2.6666667","5.0"
"C9H9NO4","195.053157768","0.5555556","1.0","0.11111111","2.5","6.0"
"C10H10N2O5","238.05897141999998","0.7","1.0","0.2","2.4","7.0"
"C10H9NO4","207.053157768","0.5","0.9","0.1","2.75","7.0"
"C9H9NO3","179.05824314799997","0.44444445","1.0","0.11111111","3.3333333","6.0"
"C10H11NO5","225.06372245199998","0.6","1.1","0.1","2.2","6.0"
"C11H12N2O6","268.069536104","0.72727275","1.0909091","0.18181819","2.1666667","7.0"
"C5H6O","82.041864812","0.2","1.2","0.0","5.0","3.0"
"C3H7N","57.057849223999995","0.33333334","2.3333333","0.33333334","5.0","1.0"
"C4H6","54.046950192","0.0","1.5","0.0","5.0","2.0"
"C4H8","56.062600255999996","0.0","2.0","0.0","5.0","1.0"
"C5H9NO","99.068413908","0.4","1.8","0.2","6.0","2.0"
"C5H10BrNO","178.99457604","0.6","2.0","0.4","7.0","1.0"
"C2H3NS","72.998620096","1.0","1.5","1.0","5.0","2.0"
"C6H11NS","129.061220352","0.33333334","1.8333334","0.33333334","10.0","2.0"
"C7H11NOS","157.056134972","0.42857143","1.5714285","0.2857143","9.0","3.0"
"C12H20N2O2S","256.12454888","0.41666666","1.6666666","0.25","7.5","4.0"
"C11H14N2O2S","238.077598688","0.45454547","1.2727273","0.27272728","7.0","6.0"
"C6H3NO2S","152.988449336","0.6666667","0.5","0.33333334","4.0","6.0"
"C4H3N","65.026549096","0.25","0.75","0.25","6.25","4.0"
"C5H3NO2","109.016378336","0.6","0.6","0.2","3.0","5.0"
"C4H3NS","96.998620096","0.5","0.75","0.5","7.5","4.0"
"C2H2S","57.987721064","0.5","1.0","0.5","3.75","2.0"
"C3H2OS","85.982635684","0.6666667","0.6666667","0.33333334","4.0","3.0"
"C5H5NO2S","143.0040994","0.8","1.0","0.4","3.5","4.0"
"C5H5NOS","127.00918478","0.6","1.0","0.4","7.0","4.0"
"C2H2OS","73.982635684","1.0","1.0","0.5","3.0","2.0"
"C3H2O2S","101.977550304","1.0","0.6666667","0.33333334","2.0","3.0"
"C6H5NO3S","170.99901401999998","0.8333333","0.8333333","0.33333334","2.6666667","5.0"
"C8H2O2","130.005479304","0.25","0.25","0.0","4.0","8.0"
"C5H3NOS","124.993534716","0.6","0.6","0.4","7.0","5.0"
"C8H9NO3S","199.03031414799997","0.625","1.125","0.25","3.3333333","5.0"
"C3O","51.99491462","0.33333334","0.0","0.0","3.0","4.0"
"C4H3NO","81.021463716","0.5","0.75","0.25","5.0","4.0"
"C8H11NO","137.084063972","0.25","1.375","0.125","9.0","4.0"
"C2H3NO","57.021463716","1.0","1.5","0.5","3.0","2.0"
"C4H5NO2","99.0320284","0.75","1.25","0.25","2.5","3.0"
"C5H8","68.062600256","0.0","1.6","0.0","6.25","2.0"
"C5H11N","85.08914935199999","0.2","2.2","0.2","7.5","1.0"
"C8H13NO2","155.094628656","0.375","1.625","0.125","4.5","3.0"
"C3H3N","53.026549096","0.33333334","1.0","0.33333334","5.0","3.0"
"C3H5N","55.042199159999996","0.33333334","1.6666666","0.33333334","5.0","2.0"
"C5H9N","83.073499288","0.2","1.8","0.2","7.5","2.0"
"C6H9NO2","127.063328528","0.5","1.5","0.16666667","3.5","3.0"
"C10H17NO2","183.125928784","0.3","1.7","0.1","5.5","3.0"
"C3OS","83.96698562","0.6666667","0.0","0.33333334","4.0","4.0"
"C6H6O3S","158.003765052","0.6666667","1.0","0.16666667","2.3333333","4.0"
"C10H12N4O4S","284.057925864","0.9","1.2","0.5","3.75","7.0"
"C4H3N3S","125.00476809599999","1.0","0.75","1.0","10.0","5.0"
"C7H9N3O2S","199.041547528","0.85714287","1.2857143","0.5714286","5.5","5.0"
"C10H12N4O3S","268.063011244","0.8","1.2","0.5","5.0","7.0"
"C6H5N4OS","181.01840678","1.0","0.8333333","0.8333333","11.0","6.5"
"C6H5N4S","165.02349216","0.8333333","0.8333333","0.8333333","13.75","6.5"
"C7H5N4O2S","209.0133214","1.0","0.71428573","0.71428573","6.0","7.5"
"C6H4N4S","164.015667128","0.8333333","0.6666667","0.8333333","13.75","7.0"
"C6H2N4S","162.000017064","0.8333333","0.33333334","0.8333333","13.75","8.0"
"C7H4N4O2S","208.005496368","1.0","0.5714286","0.71428573","6.0","8.0"
"C4H2N2S","109.993869064","0.75","0.5","0.75","8.75","5.0"
"C3H2N2S","97.993869064","1.0","0.6666667","1.0","7.5","4.0"
"C4H3N3OS","140.999682716","1.25","0.75","1.0","8.0","5.0"
"C4H5N3S","127.02041815999999","1.0","1.25","1.0","10.0","4.0"
"C5H6N4OS","170.026231812","1.2","1.2","1.0","10.0","5.0"
"C3H3N3S","113.00476809599999","1.3333334","1.0","1.3333334","8.75","4.0"
"C2H2N2","54.021798063999995","1.0","1.0","1.0","5.0","3.0"
"C4H4N2S","112.009519128","0.75","1.0","0.75","8.75","4.0"
"C4H4N3S","126.01259312799999","1.0","1.0","1.0","10.0","4.5"
"C4H2N3S","123.99694306399999","1.0","0.5","1.0","10.0","5.5"
"C5H4N3OS","154.007507748","1.0","0.8","0.8","9.0","5.5"
"C5H3N3S","137.004768096","0.8","0.6","0.8","11.25","6.0"
"C3H2N2","66.021798064","0.6666667","0.6666667","0.6666667","6.25","4.0"
"C4H2N2O","94.016712684","0.75","0.5","0.5","6.0","5.0"
"C5H5N3O","123.04326178","0.8","1.0","0.6","8.0","5.0"
"C5H5N3OS","155.01533278","1.0","1.0","0.8","9.0","5.0"
"C6H6N4O2S","198.021146432","1.1666666","1.0","0.8333333","5.5","6.0"
"C6H6N4OS","182.026231812","1.0","1.0","0.8333333","11.0","6.0"
"C7H6N4O3S","226.01606105199997","1.1428572","0.85714287","0.71428573","4.0","7.0"
"C9H8N4O3S","252.03171111599997","0.8888889","0.8888889","0.5555556","4.6666665","8.0"
"C11H12N4O5S","312.05284048399994","0.90909094","1.0909091","0.45454547","3.2","8.0"
"C9H11N5O3S","269.05826021199994","1.0","1.2222222","0.6666667","5.0","7.0"
"C8H7N5S","205.042216224","0.75","0.875","0.75","17.5","8.0"
"C6H5N3S","151.02041816","0.6666667","0.8333333","0.6666667","12.5","6.0"
"C8H9N5OS","223.052780908","0.875","1.125","0.75","14.0","7.0"
"C13H17N5O5S","355.09503964399994","0.84615386","1.3076923","0.46153846","3.8","8.0"
"CH4N4O5","152.01816922799998","9.0","4.0","4.0","1.0","2.0"
"C2H4N4O6","180.01308384799998","5.0","2.0","2.0","1.0","3.0"
"C10H8","128.062600256","0.0","0.8","0.0","12.5","7.0"
"C9H6","114.046950192","0.0","0.6666667","0.0","11.25","7.0"
"C6H4","76.031300128","0.0","0.6666667","0.0","7.5","5.0"
"C6H6","78.046950192","0.0","1.0","0.0","7.5","4.0"
"C8H8","104.062600256","0.0","1.0","0.0","10.0","5.0"
"C4H4","52.031300128","0.0","1.0","0.0","5.0","3.0"
"C10H10","130.07825032","0.0","1.0","0.0","12.5","6.0"
"C8H6","102.046950192","0.0","0.75","0.0","10.0","6.0"
"C5H4","64.031300128","0.0","0.8","0.0","6.25","4.0"
"C7H6","90.046950192","0.0","0.85714287","0.0","8.75","5.0"
"C12H14","158.109550448","0.0","1.1666666","0.0","15.0","6.0"
"C9H7","115.054775224","0.0","0.7777778","0.0","11.25","6.5"
"C9H8","116.062600256","0.0","0.8888889","0.0","11.25","6.0"
"C7H6O","106.041864812","0.14285715","0.85714287","0.0","7.0","5.0"
"C5H5","65.03912516","0.0","1.0","0.0","6.25","3.5"
"C6H5O","93.03403978","0.16666667","0.8333333","0.0","6.0","4.5"
"C6H4O","92.026214748","0.16666667","0.6666667","0.0","6.0","5.0"
"C7H6","90.046950192","0.0","0.85714287","0.0","8.75","5.0"
"C6H4","76.031300128","0.0","0.6666667","0.0","7.5","5.0"
"C4H2","50.015650064","0.0","0.5","0.0","5.0","4.0"
"C4H4","52.031300128","0.0","1.0","0.0","5.0","3.0"
"C6H6","78.046950192","0.0","1.0","0.0","7.5","4.0"
"C5H4","64.031300128","0.0","0.8","0.0","6.25","4.0"
"C6H8","80.062600256","0.0","1.3333334","0.0","7.5","3.0"
"C7H8O","108.057514876","0.14285715","1.1428572","0.0","7.0","4.0"
"C4H6N2O","98.048012812","0.75","1.5","0.5","6.0","3.0"
"C6H8N2O2","140.058577496","0.6666667","1.3333334","0.33333334","4.0","4.0"
"C6H10N2O2","142.07422756","0.6666667","1.6666666","0.33333334","4.0","3.0"
"C4H3NO","81.021463716","0.5","0.75","0.25","5.0","4.0"
"C4H5NO","83.03711378","0.5","1.25","0.25","5.0","3.0"
"C3HN","51.010899032","0.33333334","0.33333334","0.33333334","5.0","4.0"
"C3H3N","53.026549096","0.33333334","1.0","0.33333334","5.0","3.0"
"C3H5N","55.042199159999996","0.33333334","1.6666666","0.33333334","5.0","2.0"
"C3H7N","57.057849223999995","0.33333334","2.3333333","0.33333334","5.0","1.0"
"C4H7NO","85.052763844","0.5","1.75","0.25","5.0","2.0"
"C3H2O","54.010564684","0.33333334","0.6666667","0.0","3.0","3.0"
"C3H5NO","71.03711378","0.6666667","1.6666666","0.33333334","4.0","2.0"
"C2H6N2","58.053098192","1.0","3.0","1.0","5.0","1.0"
"C2H8N2","60.06874825599999","1.0","4.0","1.0","5.0","0.0"
"C5H10N2O","114.07931294","0.6","2.0","0.4","7.0","2.0"
"C4H2O2","82.005479304","0.5","0.5","0.0","2.0","4.0"
"C3H4O2","72.021129368","0.6666667","1.3333334","0.0","1.5","2.0"
"C4H4O3","100.01604398799999","0.75","1.0","0.0","1.3333334","3.0"
"C3H6N2O","86.048012812","1.0","2.0","0.6666667","5.0","2.0"
"C3H3N5","109.038845096","1.6666666","1.0","1.6666666","10.0","5.0"
"C3H5N5S","143.02656616000002","2.0","1.6666666","2.0","11.25","4.0"
"C3H5NS","87.01427016","0.6666667","1.6666666","0.6666667","6.25","2.0"
"CHNS","58.982970032","2.0","1.0","2.0","3.75","2.0"
"CH4N2S","76.009519128","3.0","4.0","3.0","5.0","1.0"
"C3H8N2S","104.04081925599999","1.0","2.6666667","1.0","7.5","1.0"
"C2HN3","67.017047032","1.5","0.5","1.5","6.25","4.0"
"C2H4N4","84.04359612799999","2.0","2.0","2.0","7.5","3.0"
"C5H9N5S","171.05786628799999","1.2","1.8","1.2","13.75","4.0"
"C9H17N5S","227.12046654399998","0.6666667","1.8888888","0.6666667","18.75","4.0"
"C6H11N5S","185.07351635199998","1.0","1.8333334","1.0","15.0","4.0"
"C2N2S","83.978219","1.5","0.0","1.5","6.25","4.0"
"C2H3N3S","101.00476809599999","2.0","1.5","2.0","7.5","3.0"
"C4H7N3S","129.036068224","1.0","1.75","1.0","10.0","3.0"
"C8H15N5S","213.10481647999998","0.75","1.875","0.75","17.5","4.0"
"C4H4S","84.003371128","0.25","1.0","0.25","6.25","3.0"
"C5H4O","80.026214748","0.2","0.8","0.0","5.0","4.0"
"C5H6OS","114.013935812","0.4","1.2","0.2","6.0","3.0"
"C4H6O","70.041864812","0.25","1.5","0.0","4.0","2.0"
"C5H6O2","98.036779432","0.4","1.2","0.0","2.5","3.0"
"C4H8S","88.034671256","0.25","2.0","0.25","6.25","1.0"
"C4H6S","86.019021192","0.25","1.5","0.25","6.25","2.0"
"C3H4O","56.026214748","0.33333334","1.3333334","0.0","3.0","2.0"
"C3H6O","58.041864812","0.33333334","2.0","0.0","3.0","1.0"
"C2H2S","57.987721064","0.5","1.0","0.5","3.75","2.0"
"C5H8O2S","132.024500496","0.6","1.6","0.2","3.0","2.0"
"C4H7N","69.057849224","0.25","1.75","0.25","6.25","2.0"
"C4H4","52.031300128","0.0","1.0","0.0","5.0","3.0"
"C4H6","54.046950192","0.0","1.5","0.0","5.0","2.0"
"C4H9N","71.073499288","0.25","2.25","0.25","6.25","1.0"
"C4H9NS","103.045570288","0.5","2.25","0.5","7.5","1.0"
"C11H10N4O","214.08546094","0.45454547","0.90909094","0.36363637","15.0","9.0"
"C6H5N","91.04219916","0.16666667","0.8333333","0.16666667","8.75","5.0"
"C6H5NO2S","155.0040994","0.6666667","0.8333333","0.33333334","4.0","5.0"
"C5H4","64.031300128","0.0","0.8","0.0","6.25","4.0"
"C5H5N","79.04219916","0.2","1.0","0.2","7.5","4.0"
"C6H5NO","107.03711378","0.33333334","0.8333333","0.16666667","7.0","5.0"
"C4H4N3O","110.035436748","1.0","1.0","0.75","7.0","4.5"
"C5H4N2O","108.032362748","0.6","0.8","0.4","7.0","5.0"
"C5H7N3O","125.058911844","0.8","1.4","0.6","8.0","4.0"
"C6H4N2O","120.032362748","0.5","0.6666667","0.33333334","8.0","6.0"
"C7H7N3O","149.058911844","0.5714286","1.0","0.42857143","10.0","6.0"
"C11H12N4O3S","280.063011244","0.72727275","1.0909091","0.45454547","5.3333335","8.0"
"C4H4N2","80.037448128","0.5","1.0","0.5","7.5","4.0"
"C5H5N3O","123.04326178","0.8","1.0","0.6","8.0","5.0"
"C5H5N3O3S","187.00516201999997","1.4","1.0","0.8","3.0","5.0"
"C7H6O","106.041864812","0.14285715","0.85714287","0.0","7.0","5.0"
"C7H6","90.046950192","0.0","0.85714287","0.0","8.75","5.0"
"C9H10O","134.07316494","0.11111111","1.1111112","0.0","9.0","5.0"
"C10H13NO","163.099714036","0.2","1.3","0.1","11.0","5.0"
"C17H19NO3","285.13649346799997","0.23529412","1.117647","0.05882353","6.0","9.0"
"C8H9NO2","151.063328528","0.375","1.125","0.125","4.5","5.0"
"C6H4","76.031300128","0.0","0.6666667","0.0","7.5","5.0"
"C6H6","78.046950192","0.0","1.0","0.0","7.5","4.0"
"C7H8O2","124.052429496","0.2857143","1.1428572","0.0","3.5","4.0"
"C8H11NO3","169.07389321199997","0.5","1.375","0.125","3.0","4.0"
"C8H5NO","131.03711378","0.25","0.625","0.125","9.0","7.0"
"C6H5N","91.04219916","0.16666667","0.8333333","0.16666667","8.75","5.0"
"C6H5NS","123.01427016","0.33333334","0.8333333","0.33333334","10.0","5.0"
"C6H4S","108.003371128","0.16666667","0.6666667","0.16666667","8.75","5.0"
"C8H7NOS","165.024834844","0.375","0.875","0.25","10.0","6.0"
"C6H4","76.031300128","0.0","0.6666667","0.0","7.5","5.0"
"C7H5NO","119.03711378","0.2857143","0.71428573","0.14285715","8.0","6.0"
"C7H5N","103.04219916","0.14285715","0.71428573","0.14285715","10.0","6.0"
"C9H7NO","145.052763844","0.22222222","0.7777778","0.11111111","10.0","7.0"
"C3H4S","72.003371128","0.33333334","1.3333334","0.33333334","5.0","2.0"
"C5H6S","98.019021192","0.2","1.2","0.2","7.5","3.0"
"C2H2S","57.987721064","0.5","1.0","0.5","3.75","2.0"
"C3H2OS","85.982635684","0.6666667","0.6666667","0.33333334","4.0","3.0"
"C6H6O2S","142.008850432","0.5","1.0","0.16666667","3.5","4.0"
"C5H4","64.031300128","0.0","0.8","0.0","6.25","4.0"
"C6H6N","92.050024192","0.16666667","1.0","0.16666667","8.75","4.5"
"C6H7N","93.057849224","0.16666667","1.1666666","0.16666667","8.75","4.0"
"C10H9NO2S","207.035399528","0.4","0.9","0.2","6.0","7.0"
"C9H5N","127.04219916","0.11111111","0.5555556","0.11111111","12.5","8.0"
"C9H7NS","161.029920224","0.22222222","0.7777778","0.22222222","13.75","7.0"
"C15H11NO2","237.078978592","0.2","0.73333335","0.06666667","8.0","11.0"
"C15H8","188.062600256","0.0","0.53333336","0.0","18.75","12.0"
"C16H10O","218.07316494","0.0625","0.625","0.0","16.0","12.0"
"C12H7","151.054775224","0.0","0.5833333","0.0","15.0","9.5"
"C14H9O","193.065339908","0.071428575","0.64285713","0.0","14.0","10.5"
"C10H7O2","159.044604464","0.2","0.7","0.0","5.0","7.5"
"C10H7O","143.049689844","0.1","0.7","0.0","10.0","7.5"
"C11H7","139.054775224","0.0","0.6363636","0.0","13.75","8.5"
"C12H9O2","185.060254528","0.16666667","0.75","0.0","6.0","8.5"
"C13H9O","181.065339908","0.07692308","0.6923077","0.0","13.0","9.5"
"C10H7","127.054775224","0.0","0.7","0.0","12.5","7.5"
"C11H9O2","173.060254528","0.18181819","0.8181818","0.0","5.5","7.5"
"C14H9O2","209.060254528","0.14285715","0.64285713","0.0","7.0","10.5"
"C11H8","140.062600256","0.0","0.72727275","0.0","13.75","8.0"
"C12H8O2","184.052429496","0.16666667","0.6666667","0.0","6.0","9.0"
"C13H8O","180.057514876","0.07692308","0.61538464","0.0","13.0","10.0"
"C14H10O2","210.06807956","0.14285715","0.71428573","0.0","7.0","10.0"
"C15H10O","206.07316494","0.06666667","0.6666667","0.0","15.0","11.0"
"C15H9","189.070425288","0.0","0.6","0.0","18.75","11.5"
"C15H10","190.07825032","0.0","0.6666667","0.0","18.75","11.0"
"C14H8","176.062600256","0.0","0.5714286","0.0","17.5","11.0"
"C13H6","162.046950192","0.0","0.46153846","0.0","16.25","11.0"
"C16H12O2","236.083729624","0.125","0.75","0.0","8.0","11.0"
"C10H8","128.062600256","0.0","0.8","0.0","12.5","7.0"
"C10H6","126.046950192","0.0","0.6","0.0","12.5","8.0"
"C9H6","114.046950192","0.0","0.6666667","0.0","11.25","7.0"
"C11H8O","156.057514876","0.09090909","0.72727275","0.0","11.0","8.0"
"C8H7N","117.057849224","0.125","0.875","0.125","11.25","6.0"
"C3H2O","54.010564684","0.33333334","0.6666667","0.0","3.0","3.0"
"C3H4O","56.026214748","0.33333334","1.3333334","0.0","3.0","2.0"
"C5H6O","82.041864812","0.2","1.2","0.0","5.0","3.0"
"C5H7N","81.057849224","0.2","1.4","0.2","7.5","3.0"
"C4H6O","70.041864812","0.25","1.5","0.0","4.0","2.0"
"C4H7N","69.057849224","0.25","1.75","0.25","6.25","2.0"
"C5H9NO","99.068413908","0.4","1.8","0.2","6.0","2.0"
"C12H9NO2","199.063328528","0.25","0.75","0.083333336","6.5","9.0"
"C14H11NO2","225.078978592","0.21428572","0.78571427","0.071428575","7.5","10.0"
"C14H10","178.07825032","0.0","0.71428573","0.0","17.5","10.0"
"C13H8","164.062600256","0.0","0.61538464","0.0","16.25","10.0"
"C8H6","102.046950192","0.0","0.75","0.0","10.0","6.0"
"C9H6O2","146.036779432","0.22222222","0.6666667","0.0","4.5","7.0"
"C15H12O2","224.083729624","0.13333334","0.8","0.0","7.5","10.0"
"C13H9N","179.073499288","0.07692308","0.6923077","0.07692308","17.5","10.0"
"C16H15NO2","253.11027872","0.1875","0.9375","0.0625","8.5","10.0"
"C6H4","76.031300128","0.0","0.6666667","0.0","7.5","5.0"
"C12H10","154.07825032","0.0","0.8333333","0.0","15.0","8.0"
"C12H8","152.062600256","0.0","0.6666667","0.0","15.0","9.0"
"C11H6","138.046950192","0.0","0.54545456","0.0","13.75","9.0"
"C13H10O2","198.06807956","0.15384616","0.7692308","0.0","6.5","9.0"
"C13H10O","182.07316494","0.07692308","0.7692308","0.0","13.0","9.0"
"C8H8O","120.057514876","0.125","1.0","0.0","8.0","5.0"
"C14H12O3","228.07864424399997","0.21428572","0.85714287","0.0","4.6666665","9.0"
"C8H6O2","134.036779432","0.25","0.75","0.0","4.0","6.0"
"C5H4O","80.026214748","0.2","0.8","0.0","5.0","4.0"
"C6H6","78.046950192","0.0","1.0","0.0","7.5","4.0"
"C7H6O2","122.036779432","0.2857143","0.85714287","0.0","3.5","5.0"
"C7H6O","106.041864812","0.14285715","0.85714287","0.0","7.0","5.0"
"C6H6O","94.041864812","0.16666667","1.0","0.0","6.0","4.0"
"C5H6","66.046950192","0.0","1.2","0.0","6.25","3.0"
"C7H8","92.062600256","0.0","1.1428572","0.0","8.75","4.0"
"C7H6","90.046950192","0.0","0.85714287","0.0","8.75","5.0"
"C8H8O2","136.052429496","0.25","1.0","0.0","4.0","5.0"
"C10H5ClF3N","231.0062615","0.5","0.5","0.5","18.75","7.0"
"C12H9ClF3N","259.037561628","0.41666666","0.75","0.41666666","21.25","7.0"
"C11H7ClF3N","245.021911564","0.45454547","0.6363636","0.45454547","20.0","7.0"
"C13H9ClF3NO","287.03247624799997","0.46153846","0.6923077","0.3846154","18.0","8.0"
"C13H7ClF3N","269.021911564","0.3846154","0.53846157","0.3846154","22.5","9.0"
"C14H9ClF3NO2","315.027390868","0.5","0.64285713","0.35714287","9.5","9.0"
"C12H5ClF3NO","271.00117611999997","0.5","0.41666666","0.41666666","17.0","9.0"
"C14H7ClF3NO","297.01682618399997","0.42857143","0.5","0.35714287","19.0","10.0"
"C15H9ClF3NO3","343.022305488","0.53333336","0.6","0.33333334","6.6666665","10.0"
"C4H8O","72.057514876","0.25","2.0","0.0","4.0","1.0"
"C6H12O2","116.083729624","0.33333334","2.0","0.0","3.0","1.0"
"C6HClF3N","178.974961372","0.8333333","0.16666667","0.8333333","13.75","5.0"
"C6H3ClF3NO","196.985526056","1.0","0.5","0.8333333","11.0","4.0"
"C17H13ClF3NO4","387.048520236","0.5294118","0.7647059","0.29411766","5.5","10.0"
"C5H4","64.031300128","0.0","0.8","0.0","6.25","4.0"
"C7H6","90.046950192","0.0","0.85714287","0.0","8.75","5.0"
"C8H6O","118.041864812","0.125","0.75","0.0","8.0","6.0"
"C7H4O2","120.021129368","0.2857143","0.5714286","0.0","3.5","6.0"
"C9H6O2","146.036779432","0.22222222","0.6666667","0.0","4.5","7.0"
"C10H8O5","208.03717335599998","0.5","0.8","0.0","2.0","7.0"
"C9H6","114.046950192","0.0","0.6666667","0.0","11.25","7.0"
"C15H12","192.093900384","0.0","0.8","0.0","18.75","10.0"
"C16H12O","220.088815004","0.0625","0.75","0.0","16.0","11.0"
"C12H8","152.062600256","0.0","0.6666667","0.0","15.0","9.0"
"C14H10","178.07825032","0.0","0.71428573","0.0","17.5","10.0"
"C17H12O3","264.078644244","0.1764706","0.7058824","0.0","5.6666665","12.0"
"C17H9","213.070425288","0.0","0.5294118","0.0","21.25","13.5"
"C16H9","201.070425288","0.0","0.5625","0.0","20.0","12.5"
"C15H9","189.070425288","0.0","0.6","0.0","18.75","11.5"
"C17H11O","231.080989972","0.05882353","0.64705884","0.0","17.0","12.5"
"C14H9","177.070425288","0.0","0.64285713","0.0","17.5","10.5"
"C16H11","203.086075352","0.0","0.6875","0.0","20.0","11.5"
"C15H11","191.086075352","0.0","0.73333335","0.0","18.75","10.5"
"C17H13O","233.096640036","0.05882353","0.7647059","0.0","17.0","11.5"
"C18H16O","248.120115132","0.055555556","0.8888889","0.0","18.0","11.0"
"C12H7","151.054775224","0.0","0.5833333","0.0","15.0","9.5"
"C14H9O","193.065339908","0.071428575","0.64285713","0.0","14.0","10.5"
"C16H11O","219.080989972","0.0625","0.6875","0.0","16.0","11.5"
"C17H11","215.086075352","0.0","0.64705884","0.0","21.25","12.5"
"C18H13O","245.096640036","0.055555556","0.7222222","0.0","18.0","12.5"
"C18H10","226.07825032","0.0","0.5555556","0.0","22.5","14.0"
"C18H12O","244.088815004","0.055555556","0.6666667","0.0","18.0","13.0"
"C16H8","200.062600256","0.0","0.5","0.0","20.0","13.0"
"C17H10O","230.07316494","0.05882353","0.5882353","0.0","17.0","13.0"
"C18H9","225.070425288","0.0","0.5","0.0","22.5","14.5"
"C18H11","227.086075352","0.0","0.6111111","0.0","22.5","13.5"
"C18H12","228.093900384","0.0","0.6666667","0.0","22.5","13.0"
"C17H12","216.093900384","0.0","0.7058824","0.0","21.25","12.0"
"C11H8","140.062600256","0.0","0.72727275","0.0","13.75","8.0"
"C12H8O","168.057514876","0.083333336","0.6666667","0.0","12.0","9.0"
"C18H14O","246.104465068","0.055555556","0.7777778","0.0","18.0","12.0"
"C17H10","214.07825032","0.0","0.5882353","0.0","21.25","13.0"
"C16H10","202.07825032","0.0","0.625","0.0","20.0","12.0"
"C15H10","190.07825032","0.0","0.6666667","0.0","18.75","11.0"
"C17H12O","232.088815004","0.05882353","0.7058824","0.0","17.0","12.0"
"C9H8O","132.057514876","0.11111111","0.8888889","0.0","9.0","6.0"
"C9H6O","130.041864812","0.11111111","0.6666667","0.0","9.0","7.0"
"C9H8","116.062600256","0.0","0.8888889","0.0","11.25","6.0"
"C8H8","104.062600256","0.0","1.0","0.0","10.0","5.0"
"C10H8O2","160.052429496","0.2","0.8","0.0","5.0","7.0"
"C19H16O3","292.109944372","0.15789473","0.84210527","0.0","6.3333335","12.0"
"C13H9","165.070425288","0.0","0.6923077","0.0","16.25","9.5"
"C10H7","127.054775224","0.0","0.7","0.0","12.5","7.5"
"C9H7","115.054775224","0.0","0.7777778","0.0","11.25","6.5"
"C11H9","141.070425288","0.0","0.8181818","0.0","13.75","7.5"
"C16H11O3","251.070819212","0.1875","0.6875","0.0","5.3333335","11.5"
"C15H10O","206.07316494","0.06666667","0.6666667","0.0","15.0","11.0"
"C13H10","166.07825032","0.0","0.7692308","0.0","16.25","9.0"
"C16H12O3","252.07864424399997","0.1875","0.75","0.0","5.3333335","11.0"
"C11H11N","157.089149352","0.09090909","1.0","0.09090909","15.0","7.0"
"C10H8","128.062600256","0.0","0.8","0.0","12.5","7.0"
"C10H6","126.046950192","0.0","0.6","0.0","12.5","8.0"
"C5H7N","81.057849224","0.2","1.4","0.2","7.5","3.0"
"C4H7N","69.057849224","0.25","1.75","0.25","6.25","2.0"
"C3H7N","57.057849223999995","0.33333334","2.3333333","0.33333334","5.0","1.0"
"C5H4","64.031300128","0.0","0.8","0.0","6.25","4.0"
"C5H6","66.046950192","0.0","1.2","0.0","6.25","3.0"
"C5H9N","83.073499288","0.2","1.8","0.2","7.5","2.0"
"C13H15N","185.12044948","0.07692308","1.1538461","0.07692308","17.5","7.0"
"C8H6","102.046950192","0.0","0.75","0.0","10.0","6.0"
"C9H6O2","146.036779432","0.22222222","0.6666667","0.0","4.5","7.0"
"C6H8","80.062600256","0.0","1.3333334","0.0","7.5","3.0"
"C7H8O","108.057514876","0.14285715","1.1428572","0.0","7.0","4.0"
"C7H6O","106.041864812","0.14285715","0.85714287","0.0","7.0","5.0"
"C6H6O","94.041864812","0.16666667","1.0","0.0","6.0","4.0"
"C7H8","92.062600256","0.0","1.1428572","0.0","8.75","4.0"
"C7H6","90.046950192","0.0","0.85714287","0.0","8.75","5.0"
"C6H4","76.031300128","0.0","0.6666667","0.0","7.5","5.0"
"C8H8O2","136.052429496","0.25","1.0","0.0","4.0","5.0"
"C7H6O2","122.036779432","0.2857143","0.85714287","0.0","3.5","5.0"
"C8H8O","120.057514876","0.125","1.0","0.0","8.0","5.0"
"C8H6O","118.041864812","0.125","0.75","0.0","8.0","6.0"
"C6H6","78.046950192","0.0","1.0","0.0","7.5","4.0"
"C9H8O3","164.04734411599998","0.33333334","0.8888889","0.0","3.0","6.0"
"C16H13O","221.096640036","0.0625","0.8125","0.0","16.0","10.5"
"C18H15O","247.1122901","0.055555556","0.8333333","0.0","18.0","11.5"
"C19H17O","261.127940164","0.05263158","0.8947368","0.0","19.0","11.5"
"C15H11O","207.080989972","0.06666667","0.73333335","0.0","15.0","10.5"
"C21H17O","285.127940164","0.04761905","0.8095238","0.0","21.0","13.5"
"C14H12O","196.088815004","0.071428575","0.85714287","0.0","14.0","9.0"
"C20H18O","274.13576519599997","0.05","0.9","0.0","20.0","12.0"
"C10H8O","144.057514876","0.1","0.8","0.0","10.0","7.0"
"C16H14O","222.104465068","0.0625","0.875","0.0","16.0","10.0"
"C22H20O","300.15141525999996","0.045454547","0.90909094","0.0","22.0","13.0"
