"formula","mass","h2c","hy2c","xh2c","h2o","rdbe"
"C10H12FNaO","190.076987504","0.3","1.2","0.2","12.0","4.0"
"C5H8FNaO3","158.03551661599997","1.0","1.6","0.4","2.3333333","1.0"
"C11H14FNaO3","236.08246680799996","0.45454547","1.2727273","0.18181819","4.3333335","4.0"
"C10H10FNaO","188.06133744","0.3","1.0","0.2","12.0","5.0"
"C11H12FNaO3","234.06681674399996","0.45454547","1.0909091","0.18181819","4.3333335","5.0"
"C11H12FNaO2","218.071902124","0.36363637","1.0909091","0.18181819","6.5","5.0"
"C10H10FNaO2","204.05625206","0.4","1.0","0.2","6.0","5.0"
"C9H12FNaO","178.076987504","0.33333334","1.3333334","0.22222222","11.0","3.0"
"C12H14FNaO4","264.077381428","0.5","1.1666666","0.16666667","3.5","5.0"
"C4H8FNaO2","130.040601996","1.0","2.0","0.5","3.0","0.0"
"C5H8FNaO2","142.040601996","0.8","1.6","0.4","3.5","1.0"
"C5H10FNaO3","160.05116667999997","1.0","2.0","0.4","2.3333333","0.0"
"C4H9FNNaO2","145.051501028","1.25","2.25","0.75","3.5","0.0"
"C6H11FNNaO3","187.06206571199996","1.0","1.8333334","0.5","3.0","1.0"
"C12H20F2NNaO6","335.11563808","0.8333333","1.6666666","0.33333334","2.6666667","2.0"
"C10H17F2NaO6","294.089088984","0.9","1.7","0.3","2.1666667","1.0"
"C10H15F2NaO6","292.07343892","0.9","1.5","0.3","2.1666667","2.0"
"C11H17F2NaO7","322.08400360400003","0.90909094","1.5454545","0.27272728","2.0","2.0"
"C11H7FN3O","216.057315064","0.45454547","0.6363636","0.36363637","15.0","9.5"
"C12H9FN3O2","246.067879748","0.5","0.75","0.33333334","8.0","9.5"
"C13H9FN3O3","274.06279436799997","0.53846157","0.6923077","0.30769232","5.6666665","10.5"
"C12H7FN3O2","244.052229684","0.5","0.5833333","0.33333334","8.0","10.5"
"C13H6N3","204.056172192","0.23076923","0.46153846","0.23076923","20.0","12.5"
"C14H8N3O","234.066736876","0.2857143","0.5714286","0.21428572","17.0","12.5"
"C14H8N3","218.071822256","0.21428572","0.5714286","0.21428572","21.25","12.5"
"C13H8N3","206.071822256","0.23076923","0.61538464","0.23076923","20.0","11.5"
"C8H4N3O","158.035436748","0.5","0.5","0.375","11.0","8.5"
"C14H10N3O","236.08238694","0.2857143","0.71428573","0.21428572","17.0","11.5"
"C14H11FN3O4","304.073359052","0.5714286","0.78571427","0.2857143","4.5","10.5"
"C8H4N3","142.040522128","0.375","0.5","0.375","13.75","8.5"
"C7H4N3","130.040522128","0.42857143","0.5714286","0.42857143","12.5","7.5"
"C8H6N3O","160.051086812","0.5","0.75","0.375","11.0","7.5"
"C7H5N4","145.05142116","0.5714286","0.71428573","0.5714286","13.75","7.5"
"C9H7N4O","187.061985844","0.5555556","0.7777778","0.44444445","13.0","8.5"
"C15H16FN4O4","335.115558212","0.6","1.0666667","0.33333334","5.0","9.5"
"C9H9FN3","178.078050508","0.44444445","1.0","0.44444445","16.25","6.5"
"C12H11FN3O3","264.07844443199997","0.5833333","0.9166667","0.33333334","5.3333335","8.5"
"C10H9FN3","190.078050508","0.4","0.9","0.4","17.5","7.5"
"CH3FN3","76.03110031599999","4.0","3.0","4.0","6.25","1.5"
"C4H5FN3O3","162.03149423999997","1.75","1.25","1.0","2.6666667","3.5"
"C3H5FN3O2","134.03657962","2.0","1.6666666","1.3333334","3.5","2.5"
"C13H13FN3O4","294.089009116","0.61538464","1.0","0.30769232","4.25","8.5"
"C10H7FN3","188.062400444","0.4","0.7","0.4","17.5","8.5"
"C13H11FN3O4","292.073359052","0.61538464","0.84615386","0.30769232","4.25","9.5"
"C12H9FN3O3","262.06279436799997","0.5833333","0.75","0.33333334","5.3333335","9.5"
"C14H13FN3O5","322.083923736","0.64285713","0.9285714","0.2857143","3.6","9.5"
"C10H9N4P","216.05648291799997","0.5","0.9","0.5","18.75","9.0"
"C11H11N4OP","246.067047602","0.54545456","1.0","0.45454547","16.0","9.0"
"C12H11N4O2P","274.061962222","0.5833333","0.9166667","0.41666666","8.5","10.0"
"C11H9N4OP","244.051397538","0.54545456","0.8181818","0.45454547","16.0","10.0"
"C13H13N4O3P","304.072526906","0.61538464","1.0","0.3846154","6.0","10.0"
"C3H8N5P","145.051731886","2.0","2.6666667","2.0","11.25","3.0"
"C5H10N5OP","187.06229657","1.4","2.0","1.2","11.0","4.0"
"C14H18N5O3P","335.114726066","0.64285713","1.2857143","0.42857143","6.6666665","9.0"
"C9H9N4P","204.05648291799997","0.5555556","1.0","0.5555556","17.5","8.0"
"C11H13N4O2P","264.077612286","0.6363636","1.1818181","0.45454547","8.0","8.0"
"C10H11N4OP","234.067047602","0.6","1.1","0.5","15.0","8.0"
"C3H7N4O2P","162.03066209399998","2.3333333","2.3333333","1.6666666","4.0","3.0"
"C3H7N4P","130.04083285399997","1.6666666","2.3333333","1.6666666","10.0","3.0"
"C4H7N4P","142.04083285399997","1.25","1.75","1.25","11.25","4.0"
"C4H9N4OP","160.051397538","1.5","2.25","1.25","9.0","3.0"
"C2H7N4OP","134.035747474","3.0","3.5","2.5","7.0","2.0"
"C12H15N4O3P","294.08817697","0.6666667","1.25","0.41666666","5.6666665","8.0"
"C9H11N4P","206.07213298199997","0.5555556","1.2222222","0.5555556","17.5","7.0"
"C8H13O3P","188.06023090600002","0.5","1.625","0.125","3.0","3.0"
"C12H13N4O3P","292.072526906","0.6666667","1.0833334","0.41666666","5.6666665","9.0"
"C11H11N4O2P","262.061962222","0.6363636","1.0","0.45454547","8.0","9.0"
"C4H7N4OP","158.035747474","1.5","1.75","1.25","9.0","4.0"
"C10H13N4OP","236.082697666","0.6","1.3","0.5","15.0","7.0"
"C10H11N4P","218.07213298199997","0.5","1.1","0.5","18.75","8.0"
"C13H15N4O4P","322.08309159","0.6923077","1.1538461","0.3846154","4.5","9.0"
"C17H12FNNaO2","304.074976124","0.29411766","0.7058824","0.1764706","10.0","11.5"
"C18H17FN2NaO2","335.11717528400004","0.33333334","0.9444444","0.22222222","11.0","10.5"
"C16H14FNNaO2","294.090626188","0.3125","0.875","0.1875","9.5","9.5"
"C16H12FNNaO2","292.07497612400005","0.3125","0.75","0.1875","9.5","10.5"
"C15H10NaO2","245.05784884","0.2","0.6666667","0.06666667","8.0","10.5"
"C13H10Na","189.06801959999999","0.07692308","0.7692308","0.07692308","17.5","8.5"
"C16H12NaO3","275.068413524","0.25","0.75","0.0625","5.6666665","10.5"
"C11H10FNaO2","216.05625206","0.36363637","0.90909094","0.18181819","6.5","6.0"
"C10H10FNaO2","204.05625206","0.4","1.0","0.2","6.0","5.0"
"C10H10FNaO","188.06133744","0.3","1.0","0.2","12.0","5.0"
"C5H8FNaO2","142.040601996","0.8","1.6","0.4","3.5","1.0"
"C4H8FNaO2","130.040601996","1.0","2.0","0.5","3.0","0.0"
"C5H10FNaO3","160.05116667999997","1.0","2.0","0.4","2.3333333","0.0"
"C11H12FNaO3","234.06681674399996","0.45454547","1.0909091","0.18181819","4.3333335","5.0"
"C11H12FNaO2","218.071902124","0.36363637","1.0909091","0.18181819","6.5","5.0"
"C9H12FNaO","178.076987504","0.33333334","1.3333334","0.22222222","11.0","3.0"
"C10H12FNaO2","206.071902124","0.4","1.2","0.2","6.0","4.0"
"C10H12FNaO","190.076987504","0.3","1.2","0.2","12.0","4.0"
"C5H8FNaO3","158.03551661599997","1.0","1.6","0.4","2.3333333","1.0"
"C11H14FNaO3","236.08246680799996","0.45454547","1.2727273","0.18181819","4.3333335","4.0"
"C17H14FNNaO3","322.085540808","0.3529412","0.8235294","0.1764706","6.6666665","10.5"
"C15H11NaO2","246.065673872","0.2","0.73333335","0.06666667","8.0","10.0"
"C15H9NaO2","244.050023808","0.2","0.6","0.06666667","8.0","11.0"
"C16H11NaO3","274.060588492","0.25","0.6875","0.0625","5.6666665","11.0"
"C4H5NNaO","106.02688306","0.75","1.25","0.5","6.0","2.5"
"C5H5NNaO2","134.02179768","0.8","1.0","0.4","3.5","3.5"
"C5H6N2NaO","133.037782092","0.8","1.2","0.6","8.0","3.5"
"C4H6NaO2","109.02654871200001","0.75","1.5","0.25","2.5","1.5"
"C5H8N2NaO2","151.048346776","1.0","1.6","0.6","4.0","2.5"
"C9H16FN3O","201.127740352","0.5555556","1.7777778","0.44444445","13.0","3.0"
"C5H10FN3O","147.08079016","1.0","2.0","0.8","9.0","2.0"
"C5H8FN3O","145.065140096","1.0","1.6","0.8","9.0","3.0"
"C7H12FN3O","173.096440224","0.71428573","1.7142857","0.5714286","11.0","3.0"
"C10H20FN3O","217.15904048","0.5","2.0","0.4","14.0","2.0"
"C6H10FN3O","159.08079016","0.8333333","1.6666666","0.6666667","10.0","3.0"
"C8H14FN3O","187.112090288","0.625","1.75","0.5","12.0","3.0"
"C12H22FN3O","243.174690544","0.41666666","1.8333334","0.33333334","16.0","3.0"
"C4H10N3","100.08747231999999","0.75","2.5","0.75","8.75","1.5"
"C10H16N3","178.134422512","0.3","1.6","0.3","16.25","4.5"
"C8H16N3","154.134422512","0.375","2.0","0.375","13.75","2.5"
"C6H10N3","124.08747231999999","0.5","1.6666666","0.5","11.25","3.5"
"C8H12N3","150.103122384","0.375","1.5","0.375","13.75","4.5"
"C2H4N3","70.04052212799999","1.5","2.0","1.5","6.25","2.5"
"C7H12N3","138.103122384","0.42857143","1.7142857","0.42857143","12.5","3.5"
"C6H14N3","128.118772448","0.5","2.3333333","0.5","11.25","1.5"
"C12H20N3","206.16572263999998","0.25","1.6666666","0.25","18.75","4.5"
"C11H12N3","186.103122384","0.27272728","1.0909091","0.27272728","17.5","7.5"
"C11H14N3","188.118772448","0.27272728","1.2727273","0.27272728","17.5","6.5"
"C10H14N3","176.118772448","0.3","1.4","0.3","16.25","5.5"
"C6H12N3","126.10312238399999","0.5","2.0","0.5","11.25","2.5"
"C12H18N3","204.15007257599999","0.25","1.5","0.25","18.75","5.5"
"C10H12N3","174.103122384","0.3","1.2","0.3","16.25","6.5"
"C14H20N3","230.16572263999998","0.21428572","1.4285715","0.21428572","21.25","6.5"
"C12H19N3","205.15789760799998","0.25","1.5833334","0.25","18.75","5.0"
"C10H15N3","177.12659748","0.3","1.5","0.3","16.25","5.0"
"C6H9N3","123.07964728799999","0.5","1.5","0.5","11.25","4.0"
"C10H17N3","179.14224754399999","0.3","1.7","0.3","16.25","4.0"
"C14H21N3","231.17354767199998","0.21428572","1.5","0.21428572","21.25","6.0"
"C14H26FN3O","271.205990672","0.35714287","1.8571428","0.2857143","18.0","3.0"
"C7H11FN3O","172.088615192","0.71428573","1.5714285","0.5714286","11.0","3.5"
"C4H7FN3O","132.057315064","1.25","1.75","1.0","8.0","2.5"
"C3H9FN3O","122.07296512799999","1.6666666","3.0","1.3333334","7.0","0.5"
"C9H15FN3O","200.11991532","0.5555556","1.6666666","0.44444445","13.0","3.5"
"C6H9FN3O","158.072965128","0.8333333","1.5","0.6666667","10.0","3.5"
"C6H11FN3O","160.088615192","0.8333333","1.8333334","0.6666667","10.0","2.5"
"C10H19FN3O","216.151215448","0.5","1.9","0.4","14.0","2.5"
"C12H23FN3O","244.182515576","0.41666666","1.9166666","0.33333334","16.0","2.5"
"C9H16FN3O","201.127740352","0.5555556","1.7777778","0.44444445","13.0","3.0"
"C5H10FN3O","147.08079016","1.0","2.0","0.8","9.0","2.0"
"C5H8FN3O","145.065140096","1.0","1.6","0.8","9.0","3.0"
"C7H12FN3O","173.096440224","0.71428573","1.7142857","0.5714286","11.0","3.0"
"C10H20FN3O","217.15904048","0.5","2.0","0.4","14.0","2.0"
"C11H12N3","186.103122384","0.27272728","1.0909091","0.27272728","17.5","7.5"
"C11H14N3","188.118772448","0.27272728","1.2727273","0.27272728","17.5","6.5"
"C10H12N3","174.103122384","0.3","1.2","0.3","16.25","6.5"
"C10H14N3","176.118772448","0.3","1.4","0.3","16.25","5.5"
"C6H10N3","124.08747231999999","0.5","1.6666666","0.5","11.25","3.5"
"C6H12N3","126.10312238399999","0.5","2.0","0.5","11.25","2.5"
"C12H18N3","204.15007257599999","0.25","1.5","0.25","18.75","5.5"
"C4H10N3","100.08747231999999","0.75","2.5","0.75","8.75","1.5"
"C10H16N3","178.134422512","0.3","1.6","0.3","16.25","4.5"
"C8H16N3","154.134422512","0.375","2.0","0.375","13.75","2.5"
"C2H4N3","70.04052212799999","1.5","2.0","1.5","6.25","2.5"
"C7H12N3","138.103122384","0.42857143","1.7142857","0.42857143","12.5","3.5"
"C6H14N3","128.118772448","0.5","2.3333333","0.5","11.25","1.5"
"C12H20N3","206.16572263999998","0.25","1.6666666","0.25","18.75","4.5"
"C6H10FN3O","159.08079016","0.8333333","1.6666666","0.6666667","10.0","3.0"
"C8H14FN3O","187.112090288","0.625","1.75","0.5","12.0","3.0"
"C10H15N3","177.12659748","0.3","1.5","0.3","16.25","5.0"
"C6H9N3","123.07964728799999","0.5","1.5","0.5","11.25","4.0"
"C10H17N3","179.14224754399999","0.3","1.7","0.3","16.25","4.0"
"C12H22FN3O","243.174690544","0.41666666","1.8333334","0.33333334","16.0","3.0"
"C9H17FN3O","202.135565384","0.5555556","1.8888888","0.44444445","13.0","2.5"
"C8H19FN3O","192.151215448","0.625","2.375","0.5","12.0","0.5"
"C8H17FN3O","190.135565384","0.625","2.125","0.5","12.0","1.5"
"C10H21FN3O","218.166865512","0.5","2.1","0.4","14.0","1.5"
"C7H11FN3O","172.088615192","0.71428573","1.5714285","0.5714286","11.0","3.5"
"C4H7FN3O","132.057315064","1.25","1.75","1.0","8.0","2.5"
"C3H9FN3O","122.07296512799999","1.6666666","3.0","1.3333334","7.0","0.5"
"C9H15FN3O","200.11991532","0.5555556","1.6666666","0.44444445","13.0","3.5"
"C6H9FN3O","158.072965128","0.8333333","1.5","0.6666667","10.0","3.5"
"C6H11FN3O","160.088615192","0.8333333","1.8333334","0.6666667","10.0","2.5"
"C10H19FN3O","216.151215448","0.5","1.9","0.4","14.0","2.5"
"C12H23FN3O","244.182515576","0.41666666","1.9166666","0.33333334","16.0","2.5"
"C6H12N3Na","149.09289166399998","0.6666667","2.0","0.6666667","12.5","2.0"
"C5H9N3Na","134.06941656799998","0.8","1.8","0.8","11.25","2.5"
"C6H13N3Na","150.10071669599998","0.6666667","2.1666667","0.6666667","12.5","1.5"
"C7H17N3Na","166.13201682399998","0.5714286","2.4285715","0.5714286","13.75","0.5"
"C9H22FN3NaO","230.16445982399998","0.6666667","2.4444444","0.5555556","14.0","-0.5"
"C11H16NaO","187.10988441199999","0.18181819","1.4545455","0.09090909","12.0","3.5"
"C15H24NaO","243.17248466799998","0.13333334","1.6","0.06666667","16.0","3.5"
"C6H12NaO","123.078584284","0.33333334","2.0","0.16666667","7.0","0.5"
"C10H20NaO","179.14118453999998","0.2","2.0","0.1","11.0","0.5"
"C14H24NaO","231.17248466799998","0.14285715","1.7142857","0.071428575","15.0","2.5"
"C17H28NaO","271.203784796","0.11764706","1.6470588","0.05882353","18.0","3.5"
"C11H15NaO","186.10205938","0.18181819","1.3636364","0.09090909","12.0","4.0"
"C11H17NaO","188.11770944399998","0.18181819","1.5454545","0.09090909","12.0","3.0"
"C10H17NaO","176.11770944399998","0.2","1.7","0.1","11.0","2.0"
"C9H19NaO","166.13335950799998","0.22222222","2.1111112","0.11111111","10.0","0.0"
"C15H25NaO","244.18030969999998","0.13333334","1.6666666","0.06666667","16.0","3.0"
"C14H23NaO","230.16465963599998","0.14285715","1.6428572","0.071428575","15.0","3.0"
"C7H11NaO","134.070759252","0.2857143","1.5714285","0.14285715","8.0","2.0"
"C6H13NaO","124.086409316","0.33333334","2.1666667","0.16666667","7.0","0.0"
"C8H15NaO","150.10205938","0.25","1.875","0.125","9.0","1.0"
"C12H23NaO","206.16465963599998","0.16666667","1.9166666","0.083333336","13.0","1.0"
"C10H7FN3O4","252.042058924","0.8","0.7","0.4","3.5","8.5"
"C8H9FN3O3","214.06279436799997","0.875","1.125","0.5","4.0","5.5"
"C9H9FN3O4","242.057708988","0.8888889","1.0","0.44444445","3.25","6.5"
"C10H9FN3O5","270.052623608","0.9","0.9","0.4","2.8","7.5"
"C11H10FN4","217.08894954","0.45454547","0.90909094","0.45454547","20.0","8.5"
"C10H10FN4","205.08894954","0.5","1.0","0.5","18.75","7.5"
"C15H18FN4","273.151549796","0.33333334","1.2","0.33333334","25.0","8.5"
"C8H9FN4","180.081124508","0.625","1.125","0.625","16.25","6.0"
"C7H9FN4","168.081124508","0.71428573","1.2857143","0.71428573","15.0","5.0"
"C7H7FN4","166.065474444","0.71428573","1.0","0.71428573","15.0","6.0"
"C9H11FN4","194.096774572","0.5555556","1.2222222","0.5555556","17.5","6.0"
"C4H8FN4","131.073299476","1.25","2.0","1.25","11.25","2.5"
"C10H14FN4","209.12024966799999","0.5","1.4","0.5","18.75","5.5"
"CH6FN4","93.057649412","5.0","6.0","5.0","7.5","0.5"
"C3H8FN4O","135.068214096","2.0","2.6666667","1.6666666","8.0","1.5"
"C3H8FN4","119.07329947599999","1.6666666","2.6666667","1.6666666","10.0","1.5"
"C5H10FN4O","161.08386416","1.2","2.0","1.0","10.0","2.5"
"C11H16FN4O","239.130814352","0.54545456","1.4545455","0.45454547","16.0","5.5"
"C13H18FN4O","265.14646441599996","0.46153846","1.3846154","0.3846154","18.0","6.5"
"C15H20FN2O","263.15596647999996","0.26666668","1.3333334","0.2","18.0","6.5"
"C15H20FN4O","291.16211447999996","0.4","1.3333334","0.33333334","20.0","7.5"
"C2H6FN4","105.057649412","2.5","3.0","2.5","8.75","1.5"
"C8H12FN4","183.104599604","0.625","1.5","0.625","16.25","4.5"
"C8H10FN4","181.08894954","0.625","1.25","0.625","16.25","5.5"
"C7H10FN4","169.08894954","0.71428573","1.4285715","0.71428573","15.0","4.5"
"C9H12FN4O","211.099514224","0.6666667","1.3333334","0.5555556","14.0","5.5"
"C14H20FN4O","279.16211447999996","0.42857143","1.4285715","0.35714287","19.0","6.5"
"C12H14N3O2","232.108601688","0.41666666","1.1666666","0.25","7.5","7.5"
"C11H12N3O2","218.092951624","0.45454547","1.0909091","0.27272728","7.0","7.5"
"C12H17N4O2","249.135150784","0.5","1.4166666","0.33333334","8.0","6.5"
"C6H8N3","122.07182225599999","0.5","1.3333334","0.5","11.25","4.5"
"C8H12N3O2","182.092951624","0.625","1.5","0.375","5.5","4.5"
"C2H8FN4O","123.06821409599999","3.0","4.0","2.5","7.0","0.5"
"CH5FN3","78.04675037999999","4.0","5.0","4.0","6.25","0.5"
"C3H7FN3","104.06240044399999","1.3333334","2.3333333","1.3333334","8.75","1.5"
"C3H10FN4","121.08894953999999","1.6666666","3.3333333","1.6666666","10.0","0.5"
"C4H12FN4O","151.099514224","1.5","3.0","1.25","9.0","0.5"
"C4H10FN4O","149.08386416","1.5","2.5","1.25","9.0","1.5"
"C6H14FN4O","177.115164288","1.0","2.3333333","0.8333333","11.0","1.5"
"C5H8N3","110.07182225599999","0.6","1.6","0.6","10.0","3.5"
"C7H12N3O2","170.092951624","0.71428573","1.7142857","0.42857143","5.0","3.5"
"C15H22FN4O2","309.172679164","0.46666667","1.4666667","0.33333334","10.0","6.5"
"C13H19FN5","264.162448828","0.46153846","1.4615384","0.46153846","23.75","6.5"
"C13H15FN5","260.1311487","0.46153846","1.1538461","0.46153846","23.75","8.5"
"C7H8FN4","167.073299476","0.71428573","1.1428572","0.71428573","15.0","5.5"
"C9H10FN4","193.08894954","0.5555556","1.1111112","0.5555556","17.5","6.5"
"C11H11N2","171.092223352","0.18181819","1.0","0.18181819","16.25","7.5"
"C5H6FN4","141.057649412","1.0","1.2","1.0","12.5","4.5"
"C11H12FN4","219.104599604","0.45454547","1.0909091","0.45454547","20.0","7.5"
"C5H9FN5","158.084198508","1.2","1.8","1.2","13.75","3.5"
"C11H15FN5","236.13114869999998","0.54545456","1.3636364","0.54545456","21.25","6.5"
"C10H8FN4","203.073299476","0.5","0.8","0.5","18.75","8.5"
"C7H11FN5","184.09984857199998","0.85714287","1.5714285","0.85714287","16.25","4.5"
"C13H17FN5","262.146798764","0.46153846","1.3076923","0.46153846","23.75","7.5"
"C10H9FN4","204.081124508","0.5","0.9","0.5","18.75","8.0"
"C10H11FN4","206.096774572","0.5","1.1","0.5","18.75","7.0"
"C9H9FN4","192.081124508","0.5555556","1.0","0.5555556","17.5","7.0"
"C10H14FN5","223.123323668","0.6","1.4","0.6","20.0","6.0"
"C4H6FN4","129.057649412","1.25","1.5","1.25","11.25","3.5"
"C10H12FN4","207.104599604","0.5","1.2","0.5","18.75","6.5"
"C8H8FN4","179.073299476","0.625","1.0","0.625","16.25","6.5"
"C11H17FN5","238.14679876399998","0.54545456","1.5454545","0.54545456","21.25","5.5"
"C11H13FN5","234.11549863599998","0.54545456","1.1818181","0.54545456","21.25","7.5"
"C12H12FN4","231.104599604","0.41666666","1.0","0.41666666","21.25","8.5"
"C15H21FN5","290.178098892","0.4","1.4","0.4","26.25","7.5"
"C5H9FN4","144.081124508","1.0","1.8","1.0","12.5","3.0"
"C4H7FN4","130.065474444","1.25","1.75","1.25","11.25","3.0"
"C6H9FN4O","172.076039128","1.0","1.5","0.8333333","11.0","4.0"
"C3H6FN4","117.05764941199999","1.6666666","2.0","1.6666666","10.0","2.5"
"C4H5FN3","114.04675037999999","1.0","1.25","1.0","10.0","3.5"
"C5H8FN4","143.073299476","1.0","1.6","1.0","12.5","3.5"
"C6H10FN4O","173.08386416","1.0","1.6666666","0.8333333","11.0","3.5"
"C6H9FN4","156.081124508","0.8333333","1.5","0.8333333","13.75","4.0"
"C5H7FN3","128.062400444","0.8","1.4","0.8","11.25","3.5"
"C6H10FN4","157.08894954","0.8333333","1.6666666","0.8333333","13.75","3.5"
"C8H12FN4O","199.099514224","0.75","1.5","0.625","13.0","4.5"
"C8H13FN5","198.11549863599998","0.75","1.625","0.75","17.5","4.5"
"C11H17FN5O","254.14171338399998","0.6363636","1.5454545","0.54545456","17.0","5.5"
"C15H23FN5O","308.18866357599995","0.46666667","1.5333333","0.4","21.0","6.5"
"C13H15N3O2","245.11642672","0.3846154","1.1538461","0.23076923","8.0","8.0"
"C9H13N3O2","195.100776656","0.5555556","1.4444444","0.33333334","6.0","5.0"
"C6H9NO","111.068413908","0.33333334","1.5","0.16666667","7.0","3.0"
"C11H15N3O2","221.11642672","0.45454547","1.3636364","0.27272728","7.0","6.0"
"C13H17N3O2","247.132076784","0.3846154","1.3076923","0.23076923","8.0","7.0"
"C9H15FN4Na","221.11784397999998","0.6666667","1.6666666","0.6666667","18.75","3.5"
"C11H17FN4Na","247.13349404399997","0.54545456","1.5454545","0.54545456","21.25","4.5"
"C11H15FN4Na","245.11784397999998","0.54545456","1.3636364","0.54545456","21.25","5.5"
"C9H11FN4Na","217.08654385199998","0.6666667","1.2222222","0.6666667","18.75","5.5"
"C7H13FN4Na","195.10219391599998","0.85714287","1.8571428","0.85714287","16.25","2.5"
"C13H19FN4Na","273.149144108","0.46153846","1.4615384","0.46153846","23.75","5.5"
"C11H19FN4NaO","265.144058728","0.6363636","1.7272727","0.54545456","17.0","3.5"
"C13H18FN2NaO","260.130085696","0.3846154","1.3846154","0.30769232","17.0","5.0"
"C12H15FNNaO","231.10353659999998","0.33333334","1.25","0.25","15.0","5.0"
"C7H14FN2NaO","184.09878556799998","0.71428573","2.0","0.5714286","11.0","1.0"
"C13H20FN2NaO","262.14573576","0.3846154","1.5384616","0.30769232","17.0","4.0"
"C10H12FNNaO","204.08006150399999","0.4","1.2","0.3","13.0","4.5"
"C7H12FNNaO","168.08006150399999","0.5714286","1.7142857","0.42857143","10.0","1.5"
"C9H14FNNaO","194.09571156799998","0.44444445","1.5555556","0.33333334","12.0","2.5"
"C8H12FNNaO","180.08006150399999","0.5","1.5","0.375","11.0","2.5"
"C13H21FN2NaO","263.153560792","0.3846154","1.6153846","0.30769232","17.0","3.5"
"C2H6FN4","105.057649412","2.5","3.0","2.5","8.75","1.5"
"C8H12FN4","183.104599604","0.625","1.5","0.625","16.25","4.5"
"C8H10FN4","181.08894954","0.625","1.25","0.625","16.25","5.5"
"C7H10FN4","169.08894954","0.71428573","1.4285715","0.71428573","15.0","4.5"
"C9H12FN4O","211.099514224","0.6666667","1.3333334","0.5555556","14.0","5.5"
"C4H8FN4","131.073299476","1.25","2.0","1.25","11.25","2.5"
"C10H14FN4","209.12024966799999","0.5","1.4","0.5","18.75","5.5"
"C3H6FN4","117.05764941199999","1.6666666","2.0","1.6666666","10.0","2.5"
"C4H5FN3","114.04675037999999","1.0","1.25","1.0","10.0","3.5"
"C5H8FN4","143.073299476","1.0","1.6","1.0","12.5","3.5"
"C6H10FN4O","173.08386416","1.0","1.6666666","0.8333333","11.0","3.5"
"CH7FN3","80.062400444","4.0","7.0","4.0","6.25","-0.5"
"C2H10FN4","109.08894953999999","2.5","5.0","2.5","8.75","-0.5"
"C2H5FN3","90.04675037999999","2.0","2.5","2.0","7.5","1.5"
"C2H7FN3O","108.05731506400001","2.5","3.5","2.0","6.0","0.5"
"C2H8FN4","107.07329947599999","2.5","4.0","2.5","8.75","0.5"
"C3H10FN4O","137.08386416","2.0","3.3333333","1.6666666","8.0","0.5"
"CH6FN4","93.057649412","5.0","6.0","5.0","7.5","0.5"
"C3H8FN4O","135.068214096","2.0","2.6666667","1.6666666","8.0","1.5"
"C3H7FN3","104.06240044399999","1.3333334","2.3333333","1.3333334","8.75","1.5"
"C3H10FN4","121.08894953999999","1.6666666","3.3333333","1.6666666","10.0","0.5"
"C5H12FN4O","163.099514224","1.2","2.4","1.0","10.0","1.5"
"C4H7FN4","130.065474444","1.25","1.75","1.25","11.25","3.0"
"C6H9FN4","156.081124508","0.8333333","1.5","0.8333333","13.75","4.0"
"C5H7FN3","128.062400444","0.8","1.4","0.8","11.25","3.5"
"H4FN4","79.04199934799999","6.25","5.0","6.25","6.25","0.5"
"C6H10FN4","157.08894954","0.8333333","1.6666666","0.8333333","13.75","3.5"
"C8H12FN4O","199.099514224","0.75","1.5","0.625","13.0","4.5"
"C3H8FN4","119.07329947599999","1.6666666","2.6666667","1.6666666","10.0","1.5"
"C5H10FN4O","161.08386416","1.2","2.0","1.0","10.0","2.5"
"C11H16FN4O","239.130814352","0.54545456","1.4545455","0.45454547","16.0","5.5"
"C13H21FN4NaO","291.159708792","0.53846157","1.6153846","0.46153846","19.0","4.5"
"C5H12FNNaO","144.08006150399999","0.8","2.4","0.6","8.0","-0.5"
"C6H13FN2NaO","171.09096053599998","0.8333333","2.1666667","0.6666667","10.0","0.5"
"C12H23FN4NaO","281.175358856","0.5833333","1.9166666","0.5","18.0","2.5"
"C12H21FN4NaO","279.159708792","0.5833333","1.75","0.5","18.0","3.5"
"C12H19FN2NaO","249.13791072799998","0.41666666","1.5833334","0.33333334","16.0","3.5"
"C10H17FN4Na","235.13349404399997","0.6","1.7","0.6","20.0","3.5"
"C6H8N3","122.07182225599999","0.5","1.3333334","0.5","11.25","4.5"
"C8H12N3O2","182.092951624","0.625","1.5","0.375","5.5","4.5"
"C8H9FNO","154.066817128","0.375","1.125","0.25","10.0","4.5"
"C7H9FNO","142.066817128","0.42857143","1.2857143","0.2857143","9.0","3.5"
"C8H11FNO2","172.077381812","0.5","1.375","0.25","5.0","3.5"
"C5H8N3","110.07182225599999","0.6","1.6","0.6","10.0","3.5"
"C7H12N3O2","170.092951624","0.71428573","1.7142857","0.42857143","5.0","3.5"
"C13H23FN4NaO2","309.170273476","0.61538464","1.7692307","0.46153846","9.5","3.5"
"C10H15FN4Na","233.11784397999998","0.6","1.5","0.6","20.0","4.5"
"C11H20FN5Na","264.16004314","0.6363636","1.8181819","0.6363636","22.5","3.5"
"C10H8FN4","203.073299476","0.5","0.8","0.5","18.75","8.5"
