loss,mass,count,frequency
C2H6N2O3,106.037842052,1,2.7693159789531985E-4
C11H9BrCl2O,305.92138236799997,1,2.7693159789531985E-4
HBr,79.926162132,1,2.7693159789531985E-4
C7N2S,143.978219,1,2.7693159789531985E-4
C12H10ClF4N,279.04378987999996,1,2.7693159789531985E-4
CH3NO,45.021463716,7,0.001938521185267239
C6HCl,107.976677712,3,8.307947936859596E-4
C13H14ClN3O4,311.06728360799997,1,2.7693159789531985E-4
C4H9Cl,92.039277968,1,2.7693159789531985E-4
C3H5ClO,92.00289246,1,2.7693159789531985E-4
C2H4BrN3,148.958859228,1,2.7693159789531985E-4
C4HClO,99.971592332,1,2.7693159789531985E-4
C6H7NO,109.052763844,1,2.7693159789531985E-4
C9H10O,134.07316494,1,2.7693159789531985E-4
C3H6O2,74.036779432,13,0.0035546796625954506
H3NO2S,80.988449336,2,5.538631957906397E-4
C6H4Cl2O,161.963920108,1,2.7693159789531985E-4
C5H10N2,98.08439831999999,3,8.307947936859596E-4
C5H4O2,96.021129368,1,2.7693159789531985E-4
C10ClN,168.97192668,1,2.7693159789531985E-4
C6HN,87.010899032,2,5.538631957906397E-4
CH3NO2,61.016378336,1,2.7693159789531985E-4
C10H12ClN3O,225.066889684,1,2.7693159789531985E-4
C6H13N,99.10479941599999,2,5.538631957906397E-4
C9H11Cl,154.054928032,1,2.7693159789531985E-4
HNO,31.005813652,1,2.7693159789531985E-4
C8H11NO,137.084063972,1,2.7693159789531985E-4
C3N2O,80.00106262,1,2.7693159789531985E-4
C9H6O3,162.03169405199998,1,2.7693159789531985E-4
C8H7NO2,149.047678464,1,2.7693159789531985E-4
C6H6O3,126.03169405199999,1,2.7693159789531985E-4
H2S,33.987721064,16,0.004430905566325118
C3HCl,71.976677712,1,2.7693159789531985E-4
C3H6S,74.019021192,2,5.538631957906397E-4
CH3Cl,49.992327775999996,1,2.7693159789531985E-4
C6H4O2,108.021129368,2,5.538631957906397E-4
CH2ClNO2,94.977405984,1,2.7693159789531985E-4
C2H3N3,69.03269709599999,4,0.0011077263915812794
CCl2,81.93770536,1,2.7693159789531985E-4
CH11N2O,67.08713797200001,1,2.7693159789531985E-4
C3H6ClN,91.01887687199999,1,2.7693159789531985E-4
C3H7NO,73.052763844,1,2.7693159789531985E-4
NO2,45.99290324,2,5.538631957906397E-4
H,1.007825032,0,5.461160950779506E-5
HBrN2,107.932310132,1,2.7693159789531985E-4
C2H2N2,54.021798063999995,3,8.307947936859596E-4
C7H7Cl,126.023627904,2,5.538631957906397E-4
C9H8ClN,165.034526936,1,2.7693159789531985E-4
C10ClNO,184.9668413,1,2.7693159789531985E-4
C4H9,57.070425287999996,1,2.7693159789531985E-4
C3H4O2,72.021129368,2,5.538631957906397E-4
CClO,62.9637673,1,2.7693159789531985E-4
C3H5ClN2,104.01412583999999,1,2.7693159789531985E-4
C3H5N3,83.04834715999999,1,2.7693159789531985E-4
C8H18O5,194.11542367599998,1,2.7693159789531985E-4
C6H6ClNO2S,190.980777112,1,2.7693159789531985E-4
C5H9ClO3,152.024021828,1,2.7693159789531985E-4
C5H2N2,90.021798064,1,2.7693159789531985E-4
S,31.972071,25,0.01299792003190433
C8H7ClFN,171.025105124,1,2.7693159789531985E-4
C8H7ClO,154.018542524,1,2.7693159789531985E-4
C3H6O3,90.03169405199999,1,2.7693159789531985E-4
CHCl,47.976677712,3,8.307947936859596E-4
C14H19ClO,238.112442908,1,2.7693159789531985E-4
C11H12ClN,193.065827064,1,2.7693159789531985E-4
CClNO,76.9668413,1,2.7693159789531985E-4
C12H14Cl2O,244.042170428,1,2.7693159789531985E-4
C4H10N2,86.08439831999999,1,2.7693159789531985E-4
CH12ClNOPS,152.00657431399998,1,2.7693159789531985E-4
C3H8ClN,93.03452693599999,1,2.7693159789531985E-4
C21H25ClO2,344.15430772,1,2.7693159789531985E-4
C5H6N2O2,126.042927432,1,2.7693159789531985E-4
C8HCl2N,180.948604392,1,2.7693159789531985E-4
C3H6,42.046950192,21,0.010584056514865237
C4H6O2,86.036779432,2,5.538631957906397E-4
H2N2O,46.016712684,6,0.001661589587371919
C10H4ClN,173.003226808,1,2.7693159789531985E-4
C3H6O2S,106.008850432,1,2.7693159789531985E-4
C2H5N,43.042199159999996,20,0.005538631957906397
CO,27.99491462,17,0.011451090616461518
H2,2.015650064,1,5.420549676053476E-4
C2H3Cl2OPS2,207.873998706,1,2.7693159789531985E-4
C7H3Cl2NO,186.959169076,1,2.7693159789531985E-4
C8N2O,140.00106262,1,2.7693159789531985E-4
CH2ClN,62.987576743999995,3,8.307947936859596E-4
C8H7ClN2O3S,245.986590764,1,2.7693159789531985E-4
C6H5F,96.03752838,1,2.7693159789531985E-4
C7N2O,128.00106262,1,2.7693159789531985E-4
